timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-09T14:10:44,codecarbon,1e8dd8f6-b583-446b-9748-fa2f7679617d,634.7433676719666,0.003249600114529987,5.11954953771076e-06,42.5,66.9498369745044,4.753046035766602,0.0074905903430448634,0.012210599212915998,0.0008370422609166158,0.02053823181687747,Austria,AUT,,,,Linux-6.1.58+-x86_64-with-glibc2.35,3.10.12,2.3.5,2,Intel(R) Xeon(R) CPU @ 2.30GHz,1,1 x Tesla T4,,,12.674789428710938,machine,N,1.0
